Part_ID,Part_Name,Category,Model_Compatibility,Price_PKR,Stock_Quantity
P1760,Brake Lever,Braking,125cc,180,430
P1761,Clutch Plate Set,Engine,100cc,850,134
P1762,Brake Lever,Braking,70cc,120,65
P1763,Handle Grip,Rubber/Misc,125cc,180,20
P1764,Mudguard Rear,Body/Frame,100cc,780,172
P1765,Oil Pump,Engine,70cc,380,134
P1766,Mudguard Front,Body/Frame,125cc,1150,419
P1767,Brake Lever,Braking,100cc,140,336
P1768,Air Cleaner Filter,Rubber/Misc,70cc,160,382
P1769,Drive Chain,Drivetrain,125cc,850,386
P1770,Handle Grip,Rubber/Misc,100cc,150,145
P1771,Air Cleaner Filter,Rubber/Misc,125cc,320,167
P1772,Ignition Switch,Electrical,70cc,450,169
P1773,Chain Sprocket Kit,Drivetrain,100cc,2150,336
P1774,Clutch Plate Set,Engine,100cc,850,121
P1775,Chain Sprocket Kit,Drivetrain,125cc,2850,276
P1776,Sprocket Hub,Drivetrain,70cc,480,177
P1777,Clutch Plate Set,Engine,70cc,550,149
P1778,Brake Lever,Braking,100cc,140,354
P1779,Side Cover,Body/Frame,125cc,1350,307
P1780,Oil Pump,Engine,125cc,680,474
P1781,Drive Chain,Drivetrain,100cc,600,221
P1782,Brake Lever,Braking,125cc,180,67
P1783,Spark Plug,Electrical,100cc,350,352
P1784,Rear Axle,Drivetrain,100cc,280,232
P1785,Mudguard Rear,Body/Frame,125cc,1100,199
P1786,Side Cover,Body/Frame,70cc,750,474
P1787,Side Cover,Body/Frame,125cc,1350,84
P1788,Air Cleaner Filter,Rubber/Misc,100cc,220,401
P1789,Headlight Assembly,Electrical,70cc,550,110
P1790,Sprocket Hub,Drivetrain,125cc,850,467
P1791,Rear Axle,Drivetrain,125cc,380,190
P1792,Fuel Tank,Body/Frame,100cc,3600,473
P1793,Mudguard Front,Body/Frame,125cc,1150,146
P1794,Gasket Kit,Engine,125cc,380,41
P1795,Drive Chain,Drivetrain,70cc,450,252
P1796,Footrest Rubber,Rubber/Misc,100cc,140,169
P1797,Side Cover,Body/Frame,70cc,750,13
P1798,Handle Bar,Body/Frame,70cc,500,125
P1799,Oil Pump,Engine,125cc,680,73
P1800,Handle Grip,Rubber/Misc,125cc,180,47
P1801,Drum Rubber,Rubber/Misc,125cc,220,218
P1802,Piston Kit,Engine,125cc,1850,321
P1803,Air Cleaner Filter,Rubber/Misc,125cc,320,307
P1804,Mudguard Front,Body/Frame,125cc,1150,286
P1805,Piston Kit,Engine,100cc,1350,11
P1806,Mudguard Front,Body/Frame,125cc,1150,475
P1807,CDI Unit,Electrical,70cc,320,156
P1808,Handle Grip,Rubber/Misc,100cc,150,45
P1809,Side Cover,Body/Frame,70cc,750,13
P1810,Headlight Assembly,Electrical,125cc,1250,448
P1811,Brake Shoe Set,Braking,100cc,380,71
P1812,Clutch Plate Set,Engine,100cc,850,127
P1813,Drive Chain,Drivetrain,70cc,450,395
P1814,Drum Rubber,Rubber/Misc,125cc,220,158
P1815,Footrest Rubber,Rubber/Misc,70cc,120,428
P1816,Ignition Switch,Electrical,70cc,450,280
P1817,Gasket Kit,Engine,125cc,380,101
P1818,Handle Bar,Body/Frame,70cc,500,452
P1819,Brake Shoe Set,Braking,100cc,380,31
P1820,Cylinder Block,Engine,70cc,2800,4
P1821,Footrest Rubber,Rubber/Misc,125cc,160,151
P1822,Handle Bar,Body/Frame,70cc,500,329
P1823,Brake Lever,Braking,100cc,140,50
P1824,Rear Axle,Drivetrain,70cc,220,210
P1825,Mudguard Front,Body/Frame,70cc,550,312
P1826,Handle Bar,Body/Frame,70cc,500,77
P1827,Spark Plug,Electrical,100cc,350,18
P1828,Drive Chain,Drivetrain,100cc,600,330
P1829,Disc Pad,Braking,125cc,450,351
P1830,Brake Lever,Braking,70cc,120,189
P1831,Mudguard Front,Body/Frame,125cc,1150,136
P1832,Indicator Relay,Electrical,100cc,120,115
P1833,Air Cleaner Filter,Rubber/Misc,100cc,220,37
P1834,Sprocket Hub,Drivetrain,125cc,850,443
P1835,Drum Rubber,Rubber/Misc,70cc,120,417
P1836,Footrest Rubber,Rubber/Misc,125cc,160,424
P1837,Mudguard Front,Body/Frame,70cc,550,330
P1838,Gasket Kit,Engine,100cc,260,344
P1839,Fuel Tank,Body/Frame,125cc,4800,411
P1840,Brake Cable,Braking,70cc,140,396
P1841,Brake Lever,Braking,125cc,180,135
P1842,Mudguard Rear,Body/Frame,100cc,780,128
P1843,Fuel Tank,Body/Frame,100cc,3600,194
P1844,Mudguard Rear,Body/Frame,125cc,1100,196
P1845,Rear Axle,Drivetrain,100cc,280,166
P1846,CDI Unit,Electrical,100cc,450,201
P1847,Footrest Rubber,Rubber/Misc,70cc,120,201
P1848,Oil Pump,Engine,70cc,380,356
P1849,Drive Chain,Drivetrain,100cc,600,212
P1850,Headlight Assembly,Electrical,100cc,750,238
P1851,Clutch Plate Set,Engine,70cc,550,459
P1852,Piston Kit,Engine,70cc,950,317
P1853,Sprocket Hub,Drivetrain,100cc,620,440
P1854,Brake Cable,Braking,100cc,180,173
P1855,Sprocket Hub,Drivetrain,70cc,480,43
P1856,Clutch Plate Set,Engine,125cc,2200,99
P1857,Drive Chain,Drivetrain,70cc,450,0
P1858,Side Cover,Body/Frame,125cc,1350,148
P1859,Footrest Rubber,Rubber/Misc,125cc,160,263
P1860,Drive Chain,Drivetrain,70cc,450,126
P1861,Handle Bar,Body/Frame,70cc,500,231
P1862,Brake Cable,Braking,125cc,220,63
P1863,Air Cleaner Filter,Rubber/Misc,100cc,220,99
P1864,Spark Plug,Electrical,70cc,350,175
P1865,Gasket Kit,Engine,100cc,260,67
P1866,Ignition Switch,Electrical,125cc,850,110
P1867,Handle Grip,Rubber/Misc,125cc,180,181
P1868,Drum Rubber,Rubber/Misc,125cc,220,427
P1869,Mudguard Rear,Body/Frame,70cc,600,163
P1870,Side Cover,Body/Frame,125cc,1350,62
P1871,Drive Chain,Drivetrain,125cc,850,405
P1872,Mudguard Rear,Body/Frame,70cc,600,69
P1873,Spark Plug,Electrical,100cc,350,2
P1874,CDI Unit,Electrical,125cc,650,243
P1875,Oil Pump,Engine,125cc,680,96
P1876,Ignition Switch,Electrical,100cc,600,410
P1877,Brake Shoe Set,Braking,70cc,280,42
P1878,Sprocket Hub,Drivetrain,125cc,850,208
P1879,Piston Kit,Engine,125cc,1850,241
P1880,Fuel Tank,Body/Frame,70cc,2800,352
P1881,CDI Unit,Electrical,125cc,650,355
P1882,Brake Shoe Set,Braking,100cc,380,450
P1883,Mudguard Rear,Body/Frame,125cc,1100,240
P1884,Gasket Kit,Engine,100cc,260,405
P1885,CDI Unit,Electrical,70cc,320,147
P1886,Disc Pad,Braking,70cc,250,30
P1887,Disc Pad,Braking,100cc,320,8
P1888,Headlight Assembly,Electrical,125cc,1250,358
P1889,Fuel Tank,Body/Frame,100cc,3600,2
P1890,Sprocket Hub,Drivetrain,125cc,850,292
P1891,Chain Sprocket Kit,Drivetrain,100cc,2150,283
P1892,Brake Lever,Braking,100cc,140,110
P1893,Brake Cable,Braking,100cc,180,340
P1894,CDI Unit,Electrical,70cc,320,322
P1895,Indicator Relay,Electrical,125cc,150,365
P1896,Drive Chain,Drivetrain,125cc,850,6
P1897,Mudguard Front,Body/Frame,100cc,750,150
P1898,Ignition Switch,Electrical,70cc,450,164
P1899,Sprocket Hub,Drivetrain,70cc,480,17
P1900,Mudguard Front,Body/Frame,125cc,1150,44
P1901,Clutch Plate Set,Engine,125cc,2200,359
P1902,Indicator Relay,Electrical,70cc,90,499
P1903,Ignition Switch,Electrical,125cc,850,488
P1904,Indicator Relay,Electrical,70cc,90,247
P1905,Side Cover,Body/Frame,125cc,1350,132
P1906,Footrest Rubber,Rubber/Misc,100cc,140,340
P1907,Drive Chain,Drivetrain,100cc,600,395
P1908,Clutch Plate Set,Engine,100cc,850,452
P1909,Brake Lever,Braking,100cc,140,127
P1910,Rear Axle,Drivetrain,100cc,280,394
P1911,Ignition Switch,Electrical,70cc,450,208
P1912,CDI Unit,Electrical,70cc,320,247
P1913,Brake Shoe Set,Braking,70cc,280,451
P1914,Brake Cable,Braking,125cc,220,470
P1915,Disc Pad,Braking,70cc,250,289
P1916,Gasket Kit,Engine,70cc,180,422
P1917,Brake Cable,Braking,70cc,140,152
P1918,Oil Pump,Engine,70cc,380,100
P1919,Brake Lever,Braking,100cc,140,373
P1920,Handle Bar,Body/Frame,100cc,650,420
P1921,Gasket Kit,Engine,100cc,260,1
P1922,Brake Lever,Braking,125cc,180,186
P1923,Brake Lever,Braking,125cc,180,113
P1924,Ignition Switch,Electrical,125cc,850,360
P1925,CDI Unit,Electrical,100cc,450,189
P1926,Mudguard Front,Body/Frame,70cc,550,198
P1927,Rear Axle,Drivetrain,125cc,380,391
P1928,Indicator Relay,Electrical,70cc,90,233
P1929,Sprocket Hub,Drivetrain,70cc,480,391
P1930,Headlight Assembly,Electrical,125cc,1250,416
P1931,Mudguard Front,Body/Frame,70cc,550,432
P1932,Indicator Relay,Electrical,100cc,120,189
P1933,Rear Axle,Drivetrain,125cc,380,263
P1934,Handle Grip,Rubber/Misc,100cc,150,228
P1935,Sprocket Hub,Drivetrain,125cc,850,140
P1936,Air Cleaner Filter,Rubber/Misc,70cc,160,277
P1937,Footrest Rubber,Rubber/Misc,100cc,140,384
P1938,Disc Pad,Braking,70cc,250,238
P1939,Chain Sprocket Kit,Drivetrain,100cc,2150,199
P1940,Handle Grip,Rubber/Misc,70cc,120,351
P1941,Handle Bar,Body/Frame,70cc,500,403
P1942,Drive Chain,Drivetrain,125cc,850,128
P1943,Headlight Assembly,Electrical,70cc,550,114
P1944,Mudguard Front,Body/Frame,70cc,550,451
P1945,Cylinder Block,Engine,125cc,4800,333
P1946,Brake Shoe Set,Braking,125cc,550,38
P1947,Ignition Switch,Electrical,100cc,600,195
P1948,Indicator Relay,Electrical,125cc,150,391
P1949,Side Cover,Body/Frame,125cc,1350,384
P1950,Chain Sprocket Kit,Drivetrain,70cc,1650,410
P1951,Cylinder Block,Engine,125cc,4800,328
P1952,Spark Plug,Electrical,100cc,350,64
P1953,Sprocket Hub,Drivetrain,100cc,620,88
P1954,Handle Bar,Body/Frame,125cc,850,132
P1955,Drive Chain,Drivetrain,70cc,450,174
P1956,Handle Grip,Rubber/Misc,125cc,180,324
P1957,Gasket Kit,Engine,100cc,260,40
P1958,Brake Lever,Braking,70cc,120,487
P1959,Disc Pad,Braking,125cc,450,346
P1960,Indicator Relay,Electrical,70cc,90,461
P1961,Chain Sprocket Kit,Drivetrain,125cc,2850,221
P1962,Rear Axle,Drivetrain,70cc,220,194
P1963,Air Cleaner Filter,Rubber/Misc,125cc,320,132
P1964,Footrest Rubber,Rubber/Misc,100cc,140,333
P1965,Handle Grip,Rubber/Misc,100cc,150,288
P1966,CDI Unit,Electrical,125cc,650,414
P1967,Gasket Kit,Engine,70cc,180,199
P1968,Oil Pump,Engine,125cc,680,218
P1969,Disc Pad,Braking,100cc,320,163
P1970,Brake Lever,Braking,100cc,140,45
P1971,Chain Sprocket Kit,Drivetrain,70cc,1650,51
P1972,Cylinder Block,Engine,125cc,4800,380
P1973,Indicator Relay,Electrical,125cc,150,403
P1974,Rear Axle,Drivetrain,100cc,280,152
P1975,Disc Pad,Braking,100cc,320,493
P1976,Drive Chain,Drivetrain,125cc,850,137
P1977,Brake Lever,Braking,100cc,140,417
P1978,Footrest Rubber,Rubber/Misc,125cc,160,253
P1979,Handle Grip,Rubber/Misc,125cc,180,241
P1980,Mudguard Rear,Body/Frame,125cc,1100,498
P1981,Drum Rubber,Rubber/Misc,125cc,220,331
P1982,Footrest Rubber,Rubber/Misc,100cc,140,201
P1983,Cylinder Block,Engine,70cc,2800,178
P1984,Footrest Rubber,Rubber/Misc,125cc,160,188
P1985,Headlight Assembly,Electrical,100cc,750,436
P1986,Piston Kit,Engine,70cc,950,156
P1987,Spark Plug,Electrical,100cc,350,281
P1988,Mudguard Front,Body/Frame,100cc,750,285
P1989,Gasket Kit,Engine,125cc,380,238
P1990,Brake Cable,Braking,125cc,220,135
P1991,Headlight Assembly,Electrical,125cc,1250,482
P1992,Brake Cable,Braking,100cc,180,80
P1993,Sprocket Hub,Drivetrain,100cc,620,217
P1994,Brake Cable,Braking,125cc,220,440
P1995,Drum Rubber,Rubber/Misc,125cc,220,162
P1996,Disc Pad,Braking,100cc,320,109
P1997,Headlight Assembly,Electrical,70cc,550,354
P1998,Indicator Relay,Electrical,100cc,120,444
P1999,Handle Grip,Rubber/Misc,100cc,150,4
P2000,Brake Lever,Braking,125cc,180,225
P2001,Brake Shoe Set,Braking,100cc,380,138
P2002,Chain Sprocket Kit,Drivetrain,100cc,2150,147
P2003,Spark Plug,Electrical,100cc,350,282
P2004,Side Cover,Body/Frame,125cc,1350,115
P2005,Piston Kit,Engine,100cc,1350,449
P2006,Footrest Rubber,Rubber/Misc,100cc,140,486
P2007,Ignition Switch,Electrical,125cc,850,40
P2008,Clutch Plate Set,Engine,100cc,850,5
P2009,Chain Sprocket Kit,Drivetrain,100cc,2150,406
P2010,Air Cleaner Filter,Rubber/Misc,100cc,220,39
P2011,Brake Cable,Braking,70cc,140,16
P2012,Disc Pad,Braking,125cc,450,123
P2013,Spark Plug,Electrical,100cc,350,94
P2014,Oil Pump,Engine,70cc,380,173
P2015,Spark Plug,Electrical,100cc,350,384
P2016,Handle Bar,Body/Frame,70cc,500,102
P2017,Disc Pad,Braking,70cc,250,403
P2018,Footrest Rubber,Rubber/Misc,70cc,120,37
P2019,Brake Cable,Braking,100cc,180,35
P2020,Handle Grip,Rubber/Misc,125cc,180,466
P2021,Brake Shoe Set,Braking,125cc,550,329
P2022,Mudguard Rear,Body/Frame,70cc,600,62
P2023,Oil Pump,Engine,125cc,680,454
P2024,Chain Sprocket Kit,Drivetrain,100cc,2150,389
P2025,Brake Shoe Set,Braking,125cc,550,203
P2026,Clutch Plate Set,Engine,70cc,550,471
P2027,Air Cleaner Filter,Rubber/Misc,125cc,320,170
P2028,Air Cleaner Filter,Rubber/Misc,100cc,220,435
P2029,Drive Chain,Drivetrain,100cc,600,340
P2030,Spark Plug,Electrical,125cc,385,303
P2031,Side Cover,Body/Frame,125cc,1350,127
P2032,Mudguard Front,Body/Frame,125cc,1150,183
P2033,Drum Rubber,Rubber/Misc,70cc,120,38
P2034,Handle Bar,Body/Frame,70cc,500,184
P2035,Chain Sprocket Kit,Drivetrain,100cc,2150,43
P2036,Air Cleaner Filter,Rubber/Misc,100cc,220,137
P2037,Handle Grip,Rubber/Misc,100cc,150,208
P2038,Footrest Rubber,Rubber/Misc,70cc,120,352
P2039,Brake Lever,Braking,125cc,180,310
P2040,Footrest Rubber,Rubber/Misc,100cc,140,436
P2041,Drive Chain,Drivetrain,100cc,600,295
P2042,Spark Plug,Electrical,100cc,350,310
P2043,Brake Lever,Braking,125cc,180,248
P2044,Oil Pump,Engine,125cc,680,163
P2045,Spark Plug,Electrical,100cc,350,106
P2046,Fuel Tank,Body/Frame,125cc,4800,268
P2047,Headlight Assembly,Electrical,125cc,1250,141
P2048,Gasket Kit,Engine,125cc,380,380
P2049,CDI Unit,Electrical,70cc,320,439
P2050,Gasket Kit,Engine,100cc,260,345
P2051,Rear Axle,Drivetrain,125cc,380,486
P2052,Brake Cable,Braking,125cc,220,325
P2053,Brake Cable,Braking,100cc,180,285
P2054,Mudguard Front,Body/Frame,100cc,750,73
P2055,Handle Grip,Rubber/Misc,100cc,150,169
P2056,Fuel Tank,Body/Frame,125cc,4800,374
P2057,Footrest Rubber,Rubber/Misc,70cc,120,430
P2058,Brake Cable,Braking,70cc,140,161
P2059,Gasket Kit,Engine,100cc,260,120
P2060,Gasket Kit,Engine,70cc,180,216
P2061,Brake Lever,Braking,125cc,180,377
P2062,Headlight Assembly,Electrical,125cc,1250,306
P2063,Piston Kit,Engine,125cc,1850,481
P2064,Rear Axle,Drivetrain,70cc,220,187
P2065,Piston Kit,Engine,125cc,1850,186
P2066,Rear Axle,Drivetrain,125cc,380,33
P2067,Sprocket Hub,Drivetrain,70cc,480,12
P2068,Brake Lever,Braking,125cc,180,376
P2069,Footrest Rubber,Rubber/Misc,70cc,120,150
P2070,Side Cover,Body/Frame,100cc,950,441
P2071,Chain Sprocket Kit,Drivetrain,125cc,2850,248
P2072,CDI Unit,Electrical,125cc,650,56
P2073,Mudguard Rear,Body/Frame,100cc,780,190
P2074,Brake Shoe Set,Braking,125cc,550,330
P2075,Drum Rubber,Rubber/Misc,70cc,120,459
P2076,Fuel Tank,Body/Frame,70cc,2800,355
P2077,Fuel Tank,Body/Frame,70cc,2800,358
P2078,Headlight Assembly,Electrical,70cc,550,208
P2079,Brake Shoe Set,Braking,125cc,550,291
P2080,Ignition Switch,Electrical,100cc,600,65
P2081,Clutch Plate Set,Engine,100cc,850,279
P2082,Oil Pump,Engine,70cc,380,219
P2083,Drive Chain,Drivetrain,125cc,850,311
P2084,Mudguard Rear,Body/Frame,100cc,780,451
P2085,Brake Cable,Braking,100cc,180,55
P2086,Side Cover,Body/Frame,70cc,750,490
P2087,Brake Cable,Braking,100cc,180,264
P2088,Sprocket Hub,Drivetrain,100cc,620,116
P2089,Clutch Plate Set,Engine,100cc,850,353
P2090,Brake Cable,Braking,70cc,140,217
P2091,Handle Grip,Rubber/Misc,70cc,120,87
P2092,Disc Pad,Braking,125cc,450,198
P2093,Side Cover,Body/Frame,125cc,1350,22
P2094,Side Cover,Body/Frame,125cc,1350,460
P2095,Cylinder Block,Engine,100cc,3800,433
P2096,Cylinder Block,Engine,125cc,4800,107
P2097,Drum Rubber,Rubber/Misc,100cc,160,393
P2098,Brake Cable,Braking,125cc,220,491
P2099,Headlight Assembly,Electrical,70cc,550,308
P2100,Chain Sprocket Kit,Drivetrain,100cc,2150,176
P2101,Headlight Assembly,Electrical,70cc,550,36
P2102,Fuel Tank,Body/Frame,70cc,2800,228
P2103,Fuel Tank,Body/Frame,70cc,2800,40
P2104,Footrest Rubber,Rubber/Misc,70cc,120,60
P2105,Air Cleaner Filter,Rubber/Misc,70cc,160,429
P2106,Mudguard Front,Body/Frame,70cc,550,88
P2107,Rear Axle,Drivetrain,100cc,280,334
P2108,CDI Unit,Electrical,70cc,320,91
P2109,Footrest Rubber,Rubber/Misc,100cc,140,198
P2110,Indicator Relay,Electrical,100cc,120,496
P2111,Disc Pad,Braking,100cc,320,52
P2112,Brake Cable,Braking,125cc,220,279
P2113,CDI Unit,Electrical,125cc,650,400
P2114,Headlight Assembly,Electrical,125cc,1250,126
P2115,Footrest Rubber,Rubber/Misc,100cc,140,201
P2116,Oil Pump,Engine,125cc,680,198
P2117,Sprocket Hub,Drivetrain,125cc,850,24
P2118,Piston Kit,Engine,70cc,950,180
P2119,Fuel Tank,Body/Frame,125cc,4800,254
P2120,Brake Cable,Braking,70cc,140,198
P2121,Sprocket Hub,Drivetrain,100cc,620,424
P2122,Clutch Plate Set,Engine,100cc,850,351
P2123,Oil Pump,Engine,70cc,380,169
P2124,Disc Pad,Braking,70cc,250,5
P2125,Spark Plug,Electrical,100cc,350,480
P2126,Air Cleaner Filter,Rubber/Misc,70cc,160,260
P2127,Spark Plug,Electrical,100cc,350,163
P2128,Piston Kit,Engine,100cc,1350,85
P2129,Spark Plug,Electrical,125cc,385,345
P2130,Fuel Tank,Body/Frame,125cc,4800,339
P2131,Headlight Assembly,Electrical,70cc,550,52
P2132,Disc Pad,Braking,125cc,450,223
P2133,CDI Unit,Electrical,100cc,450,463
P2134,Handle Grip,Rubber/Misc,100cc,150,248
P2135,Piston Kit,Engine,100cc,1350,181
P2136,Gasket Kit,Engine,100cc,260,184
P2137,Fuel Tank,Body/Frame,70cc,2800,480
P2138,Drum Rubber,Rubber/Misc,100cc,160,5
P2139,Cylinder Block,Engine,100cc,3800,327
P2140,Clutch Plate Set,Engine,70cc,550,115
P2141,Air Cleaner Filter,Rubber/Misc,100cc,220,14
P2142,Rear Axle,Drivetrain,70cc,220,198
P2143,Air Cleaner Filter,Rubber/Misc,100cc,220,48
P2144,Ignition Switch,Electrical,125cc,850,201
P2145,Brake Shoe Set,Braking,125cc,550,73
P2146,Spark Plug,Electrical,125cc,385,8
P2147,Cylinder Block,Engine,70cc,2800,249
P2148,Brake Cable,Braking,100cc,180,454
P2149,Fuel Tank,Body/Frame,125cc,4800,178
P2150,Spark Plug,Electrical,100cc,350,165
P2151,Cylinder Block,Engine,100cc,3800,333
P2152,Brake Shoe Set,Braking,100cc,380,162
P2153,Sprocket Hub,Drivetrain,100cc,620,40
P2154,Drive Chain,Drivetrain,70cc,450,235
P2155,Drum Rubber,Rubber/Misc,70cc,120,239
P2156,Spark Plug,Electrical,125cc,385,419
P2157,Indicator Relay,Electrical,100cc,120,299
P2158,Footrest Rubber,Rubber/Misc,100cc,140,21
P2159,Drive Chain,Drivetrain,100cc,600,338
P2160,Sprocket Hub,Drivetrain,70cc,480,45
P2161,Brake Shoe Set,Braking,125cc,550,304
P2162,Cylinder Block,Engine,70cc,2800,488
P2163,Headlight Assembly,Electrical,70cc,550,81
P2164,Brake Cable,Braking,70cc,140,267
P2165,Mudguard Front,Body/Frame,100cc,750,205
P2166,Headlight Assembly,Electrical,70cc,550,396
P2167,Footrest Rubber,Rubber/Misc,125cc,160,170
P2168,Chain Sprocket Kit,Drivetrain,70cc,1650,237
P2169,Headlight Assembly,Electrical,70cc,550,354
P2170,Drum Rubber,Rubber/Misc,70cc,120,460
P2171,Spark Plug,Electrical,70cc,350,112
P2172,Handle Grip,Rubber/Misc,100cc,150,277
P2173,Drive Chain,Drivetrain,70cc,450,438
P2174,Mudguard Rear,Body/Frame,125cc,1100,105
P2175,Mudguard Front,Body/Frame,100cc,750,334
P2176,Drive Chain,Drivetrain,125cc,850,245
P2177,Clutch Plate Set,Engine,100cc,850,188
P2178,Handle Bar,Body/Frame,100cc,650,149
P2179,Disc Pad,Braking,100cc,320,18
P2180,Headlight Assembly,Electrical,70cc,550,133
P2181,Spark Plug,Electrical,70cc,350,393
P2182,Chain Sprocket Kit,Drivetrain,100cc,2150,331
P2183,Air Cleaner Filter,Rubber/Misc,100cc,220,389
P2184,Brake Lever,Braking,70cc,120,291
P2185,Gasket Kit,Engine,70cc,180,363
P2186,Drum Rubber,Rubber/Misc,100cc,160,52
P2187,Rear Axle,Drivetrain,70cc,220,425
P2188,Handle Bar,Body/Frame,70cc,500,293
P2189,CDI Unit,Electrical,70cc,320,101
P2190,Disc Pad,Braking,70cc,250,343
P2191,Disc Pad,Braking,100cc,320,256
P2192,Rear Axle,Drivetrain,125cc,380,245
P2193,Clutch Plate Set,Engine,70cc,550,304
P2194,Piston Kit,Engine,125cc,1850,256
P2195,Drive Chain,Drivetrain,125cc,850,333
P2196,Brake Shoe Set,Braking,100cc,380,37
P2197,Piston Kit,Engine,100cc,1350,287
P2198,Clutch Plate Set,Engine,125cc,2200,104
P2199,Drive Chain,Drivetrain,100cc,600,459
P2200,Brake Shoe Set,Braking,100cc,380,278
